"","","","","",
"Inari","Intermediate deity","Neutral Good","prosperity, Rice, swordsmiths, traders","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #13 - The Japanese Mythos",
"Incabulos","Greater deity","Neutral Evil","disasters, drought, evil, famine, nightmares, Plagues, sickness","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #71 - The Deities & Demigods of the World of Greyhawk",
"Indra","Intermediate deity/Greater deity","Chaotic Evil (Chaotic Neutral)","Air, battle, Rain, storms, weather","On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Ing","Demigod","Lawful Good","Son and servant of Nerthus and Mannus","Dragon magazine #263 - Hearth & Sword",
"Intara","divine level unknown","Neutral","magic","Dragon magazine #283 - Do-It-Yourself Deities",
"Io (Asgorath)","Intermediate deity/Greater deity","Neutral","creation, Dragonkind, dragons of all alignments","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Draconomicon (Third Edition), Defenders of the Faith, Cult of the Dragon (as Asgorath), On Hallowed Ground, Monster Mythology, Draconomicon (Second Edition) (as Asgorath)",
"Ipila","divine level unknown","not listed","not listed","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Ishtar (Inanna) (Astarte) (Anat)","Intermediate deity/Greater deity","Neutral (Chaotic Neutral)","Love, War","Sandstorm, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Dragon magazine #16 - Near Eastern Mythos, Dragon magazine #329 - Mesopotamian Mythos",
"Ishullana","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Isis","Greater deity/Intermediate deity","Neutral Good (Lawful Good)","agriculture, fertility, good magic, Love, marriage, motherhood, rivers, weather","Sandstorm, Faiths & Pantheons, Deities & Demigods (Third Edition), Dragon magazine #283 - Do-It-Yourself Deities, Warriors of Heaven, Powers & Pantheons, On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Issek","Intermediate deity/Demigod","Lawful Good","suffering, Tortured souls","Lankhmar, City of Adventure (Second Edition), Legends & Lore (Second Edition), Deities & Demigods (First Edition)",
"Istishia (Ishtishia)","Greater deity","Neutral","Elemental water, purification through cleansing, water elementalists, wetness","Stormwrack, Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars",
"Istus (Istis)","Greater deity","Neutral","destiny, divination, Fate, future, honesty, predestination","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #69 - The Deities & Demigods of the World of Greyhawk",
"Ithaqua","Demigod","Chaotic Evil","Air (cold)","Call of Cthulhu d20, Deities & Demigods (First Edition)",
"Itzamna","Greater deity","Neutral Good","healing, medicine","Dragon magazine #283 - Do-It-Yourself Deities, Deities & Demigods (First Edition)",
"Iuz","Demigod","Chaotic Evil (Chaotic Neutral)","deceit, evil, oppression, pain, wickedness","Dragon magazine #358 - Core Beliefs: Saint Cuthbert, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Dragon magazine #294 - Beings of Power, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Guide to Greyhawk, On Hallowed Ground, Greyspace, Greyhawk Adventures, The Temple of Elemental Evil, Dragon magazine #67 - The Deities & Demigods of the World of Greyhawk",
"Ixion","Greater deity","Neutral (Neutral Good)","Banished creatures, Centaurs, sun","Warriors of Heaven",
"Ixtlilton","Lesser deity","Lawful Good","health","Legends & Lore (Second Edition)",
"Iyachtu Xvim","Lesser deity","Lawful Evil","hatred, tyranny","On Hallowed Ground, Faiths & Avatars",
"Izanagi and Izanami","Greater deities","Lawful Neutral","creation","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition), Dragon magazine #13 - The Japanese Mythos",
"Janus","Lesser deity","Lawful Neutral","Guardian of gateways and doors","Dragon magazine #133 - The Imperial Gods",
"Jarilo","divine level unknown","Chaotic Neutral","Physical love and fertility","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Jascar","Lesser deity","Lawful Good","Hills, Mountains","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, Dragon magazine #92 - Gods of the Suel Pantheon",
"Jauhar","divine level unknown","N/A","Wealth","Land of Fate",
"Jazirian","Greater deity","Lawful Good","Community, Learning, parenthood, peace","Warriors of Heaven, On Hallowed Ground, Monster Mythology",
"Jedahad Bird","divine level unknown","Chaotic Evil","Summer storms","The Unknown Gods",
"Jergal","Demigod/Greater deity","Lawful Neutral (Lawful Evil)","death, dusk, exhaustion, fatalism, funerals and tombs, guardian of tombs, old age, order in death, proper burial, protector of the names of the dead, the dead, the undead, tyranny, undeath, wasting","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), Powers & Pantheons, Arcane Age: The Empire of Netheril",
"Jisan","divine level unknown","N/A","Fruitfulness","Land of Fate",
"Jizo-Bosatsu (Bosatsu Jizo)","Demigod","Lawful Good","Protector of the dead, the welfare and education of children","Dungeon magazine #18 - Crocodile Tears, Dragon magazine #13 - The Japanese Mythos",
"Johydee","Hero Goddess","Neutral Good","deception, espionage, protection","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth, Player's Guide to Greyhawk",
"Joramy","Lesser deity","Neutral Good (Neutral)","anger, Fire, quarrels, volcanoes, wrath","Sandstorm, http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Warriors of Heaven, Player's Guide to Greyhawk, The Temple of Elemental Evil",
"Juiblex","Lesser deity","Chaotic Evil","Unknown","On Hallowed Ground, Monster Mythology",
"Jurate","divine level unknown","Chaotic Good","the sea","Dragon magazine #290 - Red Sails: Bright Sun, Mother Earth",
"Jurojin","divine level unknown","not listed","Luck & longevity","Dragon magazine #13 - The Japanese Mythos",
"K'ooriall","Lesser deity","Neutral Good","Aarakocra","White Dwarf magazine #39 - Inhuman Gods part I",
"K'ung Fu-tzu","Lesser deity","Lawful Good","Social behavior, veneration of the past","Warriors of Heaven, On Hallowed Ground, Legends & Lore (Second Edition)",
"Ka","Greater deity","Lawful Good (Neutral) (Neutral Good)","Dinosaurs, knowledge, Lizardfolk, preservation of dying races and cultures, study, winged serpents","Dragon magazine #318 - Children of Ka, Warriors of Heaven",
"Kadrim","divine level unknown","Lawful Neutral","Small birds","The Unknown Gods",
"Kaelthiere","Intermediate deity","Neutral Evil","azer, efreet, Salamanders","Complete Divine, Defenders of the Faith",
"Kagyar","Lesser deity","Neutral Good","artisans, artistic expression, dwarves","Warriors of Heaven",
"Kailthis the Beautiful","divine level unknown","Chaotic Good","Love and procreation","Otherlands",
"Kakatal","Lesser deity","Chaotic Neutral","Fire, fire elementals","Dragon magazine #54 - Down-to-earth divinity, Deities & Demigods (First Edition)",
"Kala Kala","divine level unknown","Chaotic Neutral","Fire, flaming mountains","The Unknown Gods",
"Kali","Intermediate deity/Lesser deity","Chaotic Evil","evil, Life and death","On Hallowed Ground, Legends & Lore (Second Edition), Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Kallin-Kallin","divine level unknown","not listed","not listed","Dragon magazine #19 - The Mythos of Australia in Dungeons & Dragons",
"Kalzareinad","Demigod","Neutral Evil","Dragon magic, evil, or selfish application of dragon magic, specifically the uncaring","Cult of the Dragon",
"Kambel","divine level unknown","not listed","The moon","Dragon magazine #29 - The Mythos of Oceania in Dungeons & Dragons",
"Kampua'a","divine level unknown","not listed","not listed","Dragon magazine #20 - The Mythos of Polynesia in Dungeons & Dragons",
"Kanchelsis","Intermediate deity","Chaotic Evil","Blood, debauch, magic, seduction, vampirism","Dragon magazine #359 - Class Acts: Divine: Forgotten Faiths, On Hallowed Ground, Monster Mythology",
"Kankahatar","divine level unknown","not listed","Weaving","Gods, Demi-Gods & Heroes",
"Kannon-Bosatsu","divine level unknown","not listed","not listed","Dragon magazine #13 - The Japanese Mythos",
"Kanteletar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Karaan","divine level unknown","Chaotic Evil","Savage lust, wanton destruction","Book of Vile Darkness",
"Karnawenn","divine level unknown","not listed","Absolute randomness (High Chaos)","Dragon magazine #24 - Choir Practice at the First Church of Lawful Evil (Orthodox): The Ramifications of Alignment",
"Karontor","Lesser deity","Neutral Evil","beasts, deformity, Fomorians and other misshapen giants, hatred","http://www.wizards.com/rpga/downloads/LG_Deities.zip, On Hallowed Ground, Monster Mythology",
"Karsus","Demigod","Neutral","Folly of overweening arrogance and ambition, unending hubris","Powers & Pantheons",
"Karttikeya (Karttekeza)","Demigod","Chaotic Good","War, warriors","Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Katajatar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Katay","Lesser deity","Lawful Neutral","Decay, inevitability, order and time","http://www.wizards.com/rpga/downloads/LG_Deities.zip, The Scarlet Brotherhood",
"Kavaki","Greater deity","Neutral","competition, Goliaths","Races of Stone",
"Kazadarum","divine level unknown","Neutral","dwarves","The Unknown Gods",
"Keeper, The","divine level unknown","Neutral Evil","Death and decay","Eberron Campaign Setting",
"Kelanen","Hero God","Neutral","balance, sword skills, Swords","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth, Slavers, Player's Guide to Greyhawk, Dragon magazine #71 - Greyhawk's World",
"Kelemvor Lyonsbane","Greater deity","Lawful Neutral","death, the dead","Faiths & Pantheons, Forgotten Realms Campaign Setting (Third Edition), On Hallowed Ground, Faiths & Avatars",
"Keoghtom","Hero God/Quasi-deity","Neutral Good (Neutral)","extraplanar exploration, extraplanar heroism, natural alchemy, Secret pursuits","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Living Greyhawk Journal no. 3 - Blood of Heroes, Living Greyhawk Journal no. 3 - Gods of Oerth, Player's Guide to Greyhawk, Dragon magazine #71 - Greyhawk's World",
"Keptolo","Demigod","Chaotic Evil","Drow males, flattery, intoxication, opportunism, rumor","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Dragon magazine #298 - The Vault of the Drow",
"Kereska","Intermediate deity/Greater deity","Chaotic Neutral","magic, magical creativity, specifically dragon magic","Cult of the Dragon",
"Khonvum","divine level unknown","Neutral Good","birds and animals, Hunters, rainbows, the sky, thunder elephants and chameleon men","Dragon magazine #215 - The Deities of Africa",
"Khoronus","Greater deity","Neutral","Time","Warriors of Heaven",
"Khostren","Demigod","Neutral Evil","Plague, stench, vermin","Ghostwalk",
"Khurgorbaeyag","Lesser deity","Lawful Evil","Goblins, morale, oppression, slavery","http://www.wizards.com/rpga/downloads/LG_Deities.zip, On Hallowed Ground, Monster Mythology, Dragon magazine #63 - The Humanoids",
"Ki","Greater deity","Neutral","nature","Sandstorm, Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition)",
"Kiaransalee (Kiaransali)","Demigoddess/Lesser deity","Chaotic Evil","Drow, slavery, undead, undeath, vengeance","http://www.wizards.com/rpga/downloads/LG_Deities.zip, http://wizards.com/dnd/files/Spider_Queen_enhance.zip, Dragon magazine #298 - The Vault of the Drow, Faiths & Pantheons, Demihuman Deities, On Hallowed Ground, Monster Mythology",
"Kibuka","divine level unknown","not listed","the Buganda tribe, War","Dragon magazine #27 - The Mythos of Africa in Dungeons & Dragons",
"Kikanuti","divine level unknown","Neutral Good","the bhukas","Sandstorm",
"Kil'lix","Lesser deity","Lawful Evil","death, murder, poison","Dragon magazine #214 - Ecology of the Neogi",
"Kiltzi","divine level unknown","Chaotic Good","contentment, Happiness, health","Maztica Campaign Set",
"Kingsu","divine level unknown","not listed","not listed","Dragon magazine #16 - Near Eastern Mythos",
"Kiputytto","Demigoddess","Chaotic Evil","disease, sickness","On Hallowed Ground, Deities & Demigods (First Edition), Gods, Demi-Gods & Heroes",
"Kiri-Jolith","Intermediate deity","Lawful Good","battle, courage, heroism, Honor, War","Dragonlance Campaign Setting (Third Edition), Warriors of Heaven, On Hallowed Ground, Dragonlance Adventures",
"Kirith Sotheril","Lesser deity","Neutral Good","Divination magic, enchantment magic","Dragon magazine #236 - The Seldarine Revisited, Dragon magazine #155 - The Elfin Gods",
"Kishijoten","Lesser deity","Neutral Good","Fate, Luck","Warriors of Heaven, On Hallowed Ground, Deities & Demigods (First Edition)",
"Kithin","Lesser deity","Neutral","barrenness, paucity, the dead and dying, winter","Races of the Wild",
"Kivutar","divine level unknown","not listed","not listed","Gods, Demi-Gods & Heroes",
"Klagg","Demigod","Neutral Evil","Grimlocks","White Dwarf magazine #41 - Inhuman Gods part III",
"Knight of the Gods","divine level unknown","Lawful Good","chivalry, valor","Kingdoms of Kalamar Campaign Setting",
"Kodeus","divine level unknown","Neutral Evil","Dexterity, thieves","The Unknown Gods",
"Kol Korran","divine level unknown","Neutral","Trade and money","Eberron Campaign Setting",
"Kolrak Mar","divine level unknown","Chaotic Evil","Trolls","The Unknown Gods",
"Konkresh","divine level unknown","Chaotic Neutral","Brute force","Complete Warrior",
"Kor","divine level unknown","N/A","wisdom","Land of Fate",
"Kord","Intermediate deity/Greater deity","Chaotic Good","athletics, brawling, combat, courage, sports, strength","http://www.wizards.com/rpga/downloads/LG_Deities.zip, Complete Divine, Player's Handbook (Third Edition Revised), Deities & Demigods (Third Edition), Living Greyhawk Journal no. 3 - Gods of Oerth, Living Greyhawk Gazetteer, Player's Handbook (Third Edition), Warriors of Heaven, The Scarlet Brotherhood, Player's Guide to Greyhawk, On Hallowed Ground, The Temple of Elemental Evil, Dragon magazine #87 - Gods of the Suel Pantheon",
